category,district,constituency,candidate_name,party,votes,total_votes,share_votes,unopposed
Directly Elected MP,KARENGA,NAPORE WEST COUNTY,AKORYO JUSTINE LODIT,INDEPENDENT,188,4351,0.043208458,0
Directly Elected MP,KARENGA,NAPORE WEST COUNTY,TOOLIT AMBROSE DBINS,INDEPENDENT,181,4351,0.041599631,0
Directly Elected MP,KASESE,BUKONJO COUNTY WEST,KATUSABE GODFREY,FDC,36386,65899,0.552147985,0
Directly Elected MP,KASESE,BUKONJO COUNTY WEST,KIYONGA CHISPUS W.C.B,NRM,28520,65899,0.432783514,0
Directly Elected MP,KASESE,BUKONJO COUNTY WEST,FATUMA CASSIM SIDRAT,NUP,993,65899,0.015068514,0
Directly Elected MP,KASESE,BUKONZO COUNTY EAST,MUHINDO HAROLD TONNY,FDC,27660,55020,0.502726257,0
Directly Elected MP,KASESE,BUKONZO COUNTY EAST,MONDAY JULIUS RUDE,NRM,24908,55020,0.452708095,0
Directly Elected MP,KASESE,BUKONZO COUNTY EAST,KAHUNGU PHILLY AMON,NUP,2452,55020,0.044565614,0
Directly Elected MP,KASESE,BUSONGORA COUNTY NORTH,KITANYWA SOWEDI,NRM,21913,53742,0.407744408,0
Directly Elected MP,KASESE,BUSONGORA COUNTY NORTH,NZOGHU MUSABE WILLIAM,FDC,20366,53742,0.378958732,0
Directly Elected MP,KASESE,BUSONGORA COUNTY NORTH,BWAMBALE JONENI,INDEPENDENT,10110,53742,0.188121021,0
Directly Elected MP,KASESE,BUSONGORA COUNTY NORTH,MASEREKA ELLY MAGWARA,INDEPENDENT,783,53742,0.01456961,0
Directly Elected MP,KASESE,BUSONGORA COUNTY NORTH,BALUKU GIDION SIBAMINYA,INDEPENDENT,570,53742,0.010606229,0
Directly Elected MP,KASESE,BUSONGORA COUNTY SOUTH,THEMBO GIDEON MUJUNGU,NRM,7601,31517,0.241171435,0
Directly Elected MP,KASESE,BUSONGORA COUNTY SOUTH,MBAJU JACKSON,INDEPENDENT,7522,31517,0.238664851,0
Directly Elected MP,KASESE,BUSONGORA COUNTY SOUTH,KIGHEMA ALOZIOUS BAGUMA,FDC,6956,31517,0.220706284,0
Directly Elected MP,KASESE,BUSONGORA COUNTY SOUTH,MULINDWA DAVID ISIMBWA,INDEPENDENT,2464,31517,0.07818003,0
Directly Elected MP,KASESE,BUSONGORA COUNTY SOUTH,BAROZI FRANK ASIIMWE,INDEPENDENT,2392,31517,0.075895548,0
Directly Elected MP,KASESE,BUSONGORA COUNTY SOUTH,BUSINGE BENADET,DP,1318,31517,0.041818701,0
Directly Elected MP,KASESE,BUSONGORA COUNTY SOUTH,KAFUDA BOAZ,INDEPENDENT,1187,31517,0.037662216,0
Directly Elected MP,KASESE,BUSONGORA COUNTY SOUTH,BAKULIRAHI SEDRACK MBAJU ARINAITWE,INDEPENDENT,803,31517,0.025478313,0
Directly Elected MP,KASESE,BUSONGORA COUNTY SOUTH,MASEREKA MICHEAL,NUP,790,31517,0.025065837,0
Directly Elected MP,KASESE,BUSONGORA COUNTY SOUTH,MUNEZERO JUMA,ANT,484,31517,0.015356791,0
Directly Elected MP,KASESE,KASESE MUNICIPALITY,KAMBALE FERIGO,NRM,14213,28910,0.491629183,0
Directly Elected MP,KASESE,KASESE MUNICIPALITY,CENTENARY FRANCO ROBERT,INDEPENDENT,11460,28910,0.396402627,0
Directly Elected MP,KASESE,KASESE MUNICIPALITY,NTABOSE GIDION,FDC,1864,28910,0.064475961,0
Directly Elected MP,KASESE,KASESE MUNICIPALITY,BALUKU SAM,NUP,1032,28910,0.035696991,0
Directly Elected MP,KASESE,KASESE MUNICIPALITY,BENUZA JANE,INDEPENDENT,172,28910,0.005949499,0
Directly Elected MP,KASESE,KASESE MUNICIPALITY,MUBARAK STUART,INDEPENDENT,103,28910,0.003562781,0
Directly Elected MP,KASESE,KASESE MUNICIPALITY,KARAMAGI STEPHEN GLEN,INDEPENDENT,66,28910,0.002282947,0
Directly Elected MP,KASSANDA,BUKUYA COUNTY,BUKENYA MICHAEL IGA,NRM,15190,28407,0.534727335,0
Directly Elected MP,KASSANDA,BUKUYA COUNTY,BABIRYE JANE ZANINKA,NUP,6047,28407,0.212870061,0
Directly Elected MP,KASSANDA,BUKUYA COUNTY,MUTEBI ROBERT,INDEPENDENT,3906,28407,0.137501314,0
Directly Elected MP,KASSANDA,BUKUYA COUNTY,KWEZI ROBINSON,INDEPENDENT,3264,28407,0.11490126,0
Directly Elected MP,KASSANDA,KASSANDA COUNTY NORTH,NSAMBA PATRICK OSHABE,NUP,15356,25049,0.613038421,0
Directly Elected MP,KASSANDA,KASSANDA COUNTY NORTH,KAMULEGEYA ISAAC,NRM,9116,25049,0.363926709,0
Directly Elected MP,KASSANDA,KASSANDA COUNTY NORTH,KIVUMBI FRED KATO,INDEPENDENT,350,25049,0.013972614,0
Directly Elected MP,KASSANDA,KASSANDA COUNTY NORTH,SSENTONGO JOHN BOSCO,DP,227,25049,0.009062238,0
Directly Elected MP,KASSANDA,KASSANDA COUNTY SOUTH,KABUYE FRANK,NUP,12279,31128,0.394468009,0
Directly Elected MP,KASSANDA,KASSANDA COUNTY SOUTH,NSUBUGA SIMEO,INDEPENDENT,8671,31128,0.278559506,0
Directly Elected MP,KASSANDA,KASSANDA COUNTY SOUTH,MUHUMUZA MICHEAL,NRM,8436,31128,0.271010011,0
Directly Elected MP,KASSANDA,KASSANDA COUNTY SOUTH,KAGGWA HAMAD SINAAN,INDEPENDENT,1450,31128,0.046581857,0
Directly Elected MP,KASSANDA,KASSANDA COUNTY SOUTH,SSEKAMATTE ALEX,DP,205,31128,0.006585711,0
Directly Elected MP,KASSANDA,KASSANDA COUNTY SOUTH,KALANZI KAREIRE RONALD,INDEPENDENT,87,31128,0.002794911,0
Directly Elected MP,KATAKWI,NGARIAM COUNTY,OGWANG PETER,NRM,16278,21999,0.739942729,0
Directly Elected MP,KATAKWI,NGARIAM COUNTY,OTUKO AUGUSTINE,INDEPENDENT,1954,21999,0.088822216,0
Directly Elected MP,KATAKWI,NGARIAM COUNTY,OPIO MICHAEL PETER,INDEPENDENT,1794,21999,0.08154916,0
Directly Elected MP,KATAKWI,NGARIAM COUNTY,OKURE CHARLES,FDC,1273,21999,0.057866268,0
Directly Elected MP,KATAKWI,NGARIAM COUNTY,OCHAILAP MICHAEL AKABWAI,NUP,193,21999,0.008773126,0
Directly Elected MP,KATAKWI,NGARIAM COUNTY,ODENG CHARLES HAMMER,INDEPENDENT,185,21999,0.008409473,0
Directly Elected MP,KATAKWI,NGARIAM COUNTY,MALINGA GERALD,DP,174,21999,0.007909451,0
Directly Elected MP,KATAKWI,NGARIAM COUNTY,OKURE NATHAN,ANT,148,21999,0.006727579,0
Directly Elected MP,KATAKWI,TOROMA COUNTY,KOLUO JOSEPH ANDREW,INDEPENDENT,9179,22455,0.408773094,0
Directly Elected MP,KATAKWI,TOROMA COUNTY,OSSIYA SOLOMON ALEMU,NRM,8013,22455,0.356847018,0
Directly Elected MP,KATAKWI,TOROMA COUNTY,ELAKAS WALTER OKIRING,INDEPENDENT,2949,22455,0.131329328,0
Directly Elected MP,KATAKWI,TOROMA COUNTY,ODAKA MARTIN OMEEDO,FDC,851,22455,0.037898019,0
Directly Elected MP,KATAKWI,TOROMA COUNTY,IMALINGAT ROBERT,INDEPENDENT,469,22455,0.020886216,0
Directly Elected MP,KATAKWI,TOROMA COUNTY,OGWANG SILVER,INDEPENDENT,458,22455,0.020396348,0
Directly Elected MP,KATAKWI,TOROMA COUNTY,ACHOM HARRIET FRANCES,INDEPENDENT,235,22455,0.010465375,0
Directly Elected MP,KATAKWI,TOROMA COUNTY,ARIKO CHARLES,INDEPENDENT,89,22455,0.003963483,0
Directly Elected MP,KATAKWI,TOROMA COUNTY,IKAREUT BETTY,INDEPENDENT,83,22455,0.003696281,0
Directly Elected MP,KATAKWI,TOROMA COUNTY,OPUS STANLEY,DP,71,22455,0.003161879,0
Directly Elected MP,KATAKWI,TOROMA COUNTY,EUPET JULIUS,INDEPENDENT,58,22455,0.002582944,0
Directly Elected MP,KATAKWI,USUK COUNTY,OKIROR BOSCO,NRM,5982,13266,0.450927168,0
Directly Elected MP,KATAKWI,USUK COUNTY,OCHERO JULIUS,INDEPENDENT,5370,13266,0.404794216,0
Directly Elected MP,KATAKWI,USUK COUNTY,ANYAKOIT CECILIA,INDEPENDENT,1132,13266,0.085330918,0
Directly Elected MP,KATAKWI,USUK COUNTY,OGULO SIMON PETER,DP,393,13266,0.029624604,0
Directly Elected MP,KATAKWI,USUK COUNTY,AUPAL GEORGE,UPC,231,13266,0.017412934,0
Directly Elected MP,KATAKWI,USUK COUNTY,OROMAIT JAMES OBWOKOR,FDC,158,13266,0.011910146,0
Directly Elected MP,KAYUNGA,BBALE COUNTY,TEBANDEKE CHARLES,NUP,12753,37464,0.340406805,0
Directly Elected MP,KAYUNGA,BBALE COUNTY,MATOVU SWALIKI,NRM,5074,37464,0.135436684,0
Directly Elected MP,KAYUNGA,BBALE COUNTY,MAITEKI RONALD MUKASA,INDEPENDENT,4840,37464,0.129190683,0
Directly Elected MP,KAYUNGA,BBALE COUNTY,MADADA SULEIMAN KYEBAKOZE,INDEPENDENT,3221,37464,0.08597587,0
Directly Elected MP,KAYUNGA,BBALE COUNTY,NALUNGA JULIET,INDEPENDENT,2979,37464,0.079516336,0
Directly Elected MP,KAYUNGA,BBALE COUNTY,KATONGOLE DENNIS,INDEPENDENT,2718,37464,0.072549649,0
Directly Elected MP,KAYUNGA,BBALE COUNTY,KUMAMA NSAMBA GEORGE WILSON,INDEPENDENT,2483,37464,0.06627696,0
Directly Elected MP,KAYUNGA,BBALE COUNTY,KYAGABA RONALD,INDEPENDENT,1729,37464,0.046150971,0
Directly Elected MP,KAYUNGA,BBALE COUNTY,NABITAKA LILLIAN YIGA,INDEPENDENT,934,37464,0.0249306,0
Directly Elected MP,KAYUNGA,BBALE COUNTY,SEBAGANZI HENRY KITIIBWA,INDEPENDENT,334,37464,0.008915225,0
Directly Elected MP,KAYUNGA,BBALE COUNTY,AINOMUGISHA MISHANGO DAVID,INDEPENDENT,257,37464,0.006859919,0
Directly Elected MP,KAYUNGA,BBALE COUNTY,MULIIKA ABDU,FDC,142,37464,0.003790305,0
Directly Elected MP,KAYUNGA,NTENJERU COUNTY NORTH,LUGOLOOBI AMOS,NRM,22793,35943,0.634142935,0
Directly Elected MP,KAYUNGA,NTENJERU COUNTY NORTH,SSALI FREDERICK KAFEERO,INDEPENDENT,7540,35943,0.209776595,0
Directly Elected MP,KAYUNGA,NTENJERU COUNTY NORTH,SERUBIRI PATRICK HAYS,NUP,4065,35943,0.113095738,0
Directly Elected MP,KAYUNGA,NTENJERU COUNTY NORTH,OMARA MICHEAL,INDEPENDENT,1383,35943,0.038477588,0
Directly Elected MP,KAYUNGA,NTENJERU COUNTY NORTH,MUTYABA FRANCIS,FDC,162,35943,0.004507137,0
Directly Elected MP,KAYUNGA,NTENJERU COUNTY SOUTH,NSANJA PATRICK KAYONGO,INDEPENDENT,11300,30028,0.376315445,0
Directly Elected MP,KAYUNGA,NTENJERU COUNTY SOUTH,BASEKE FRED,NRM,9718,30028,0.323631287,0
Directly Elected MP,KAYUNGA,NTENJERU COUNTY SOUTH,MUKIIBI BADIRU,NUP,8552,30028,0.284800857,0
Directly Elected MP,KAYUNGA,NTENJERU COUNTY SOUTH,SSERUMAGA RONALD,FDC,279,30028,0.009291328,0
Directly Elected MP,KAYUNGA,NTENJERU COUNTY SOUTH,KATO ABEL,ANT,115,30028,0.003829759,0
Directly Elected MP,KAYUNGA,NTENJERU COUNTY SOUTH,WANELOBA ROGERS,INDEPENDENT,64,30028,0.002131344,0
Directly Elected MP,KAZO,KAZO COUNTY,ATWIJUKIRE DAN,NRM,17733,28174,0.629410088,0
Directly Elected MP,KAZO,KAZO COUNTY,BAFAKI GORDON,INDEPENDENT,10235,28174,0.36327821,0
Directly Elected MP,KAZO,KAZO COUNTY,RUBIHAYO RICHARD,ANT,206,28174,0.007311706,0
Directly Elected MP,KIBAALE,BUYANJA COUNTY,KASAIJA MATIA,NRM,,,,1
Directly Elected MP,KIBAALE,BUYANJA EAST COUNTY,KUGONZA EMELY,NRM,,,,1
Directly Elected MP,KIBOGA,KIBOGA EAST COUNTY,KIWANUKA KEEFA,NRM,17127,26752,0.640213788,0
Directly Elected MP,KIBOGA,KIBOGA EAST COUNTY,KIZITO NKUGWA,NUP,8500,26752,0.317733258,0
Directly Elected MP,KIBOGA,KIBOGA EAST COUNTY,BAKABULINDI SHAKA,INDEPENDENT,379,26752,0.014167165,0
Directly Elected MP,KIBOGA,KIBOGA EAST COUNTY,KITUBI DAVID,INDEPENDENT,373,26752,0.013942882,0
Directly Elected MP,KIBOGA,KIBOGA EAST COUNTY,NYANJA EBIKKA ABDUL JALEEL,INDEPENDENT,373,26752,0.013942882,0
Directly Elected MP,KIBOGA,KIBOGA WEST COUNTY,MUTUMBA ABDUL,NRM,10643,22115,0.481257051,0
Directly Elected MP,KIBOGA,KIBOGA WEST COUNTY,KIBUUKA MUHAMMUD,NUP,7815,22115,0.353380054,0
Directly Elected MP,KIBOGA,KIBOGA WEST COUNTY,NAKYANZI GRACE KAKOOZA,INDEPENDENT,1739,22115,0.078634411,0
Directly Elected MP,KIBOGA,KIBOGA WEST COUNTY,BUKULU WILLIAM JOSEPH,INDEPENDENT,1249,22115,0.056477506,0
Directly Elected MP,KIBOGA,KIBOGA WEST COUNTY,NAMANDA JOSEPHINE,INDEPENDENT,459,22115,0.020755144,0
Directly Elected MP,KIBOGA,KIBOGA WEST COUNTY,AKISHURI FRANK GAHAFU,INDEPENDENT,117,22115,0.005290527,0
Directly Elected MP,KIBOGA,KIBOGA WEST COUNTY,SSEBINA DANIEL,INDEPENDENT,93,22115,0.004205291,0
Directly Elected MP,KIBUKU,KABWERI COUNTY,MUGOLE MAUKU DAVID STEPHEN,NRM,16455,32249,0.510248363,0
Directly Elected MP,KIBUKU,KABWERI COUNTY,GONAHASA FRANCIS BARNABAS,INDEPENDENT,7586,32249,0.2352321,0
Directly Elected MP,KIBUKU,KABWERI COUNTY,MOITI JOSEPH DAKA,INDEPENDENT,6108,32249,0.189401224,0
Directly Elected MP,KIBUKU,KABWERI COUNTY,KAMIZA TOM HEZ,INDEPENDENT,872,32249,0.027039599,0
Directly Elected MP,KIBUKU,KABWERI COUNTY,NABULELE JOSEPH,NUP,664,32249,0.020589786,0
Directly Elected MP,KIBUKU,KABWERI COUNTY,KAWUGULE KEITH,INDEPENDENT,397,32249,0.012310459,0
Directly Elected MP,KIBUKU,KABWERI COUNTY,KAPIO SIMON,FDC,100,32249,0.003100871,0
Directly Elected MP,KIBUKU,KABWERI COUNTY,WAITAMU GIDEON,INDEPENDENT,67,32249,0.002077584,0
Directly Elected MP,KIBUKU,KIBUKU COUNTY,KINOBERE HERBERT TOM,NRM,14628,27408,0.533712804,0
Directly Elected MP,KIBUKU,KIBUKU COUNTY,TAMWENYA CHARLES,INDEPENDENT,5452,27408,0.198920026,0
Directly Elected MP,KIBUKU,KIBUKU COUNTY,MUJOKE SINAN,NUP,3233,27408,0.117958263,0
Directly Elected MP,KIBUKU,KIBUKU COUNTY,GALANDI PAUL EMMY LUZIGE GABONJA,INDEPENDENT,1173,27408,0.042797722,0
Directly Elected MP,KIBUKU,KIBUKU COUNTY,KATAMA B JAMES,INDEPENDENT,952,27408,0.034734383,0
Directly Elected MP,KIBUKU,KIBUKU COUNTY,KANYAMUSAYI WILSON,INDEPENDENT,844,27408,0.030793929,0
Directly Elected MP,KIBUKU,KIBUKU COUNTY,NSONE ABDALLAH,FDC,696,27408,0.025394045,0
Directly Elected MP,KIBUKU,KIBUKU COUNTY,SYOPI WILBERFORCE,INDEPENDENT,324,27408,0.011821366,0
Directly Elected MP,KIBUKU,KIBUKU COUNTY,WAMUBIRIGWE JULIUS,INDEPENDENT,106,27408,0.003867484,0
Directly Elected MP,KIKUUBE,BUHAGUZI COUNTY,TWINOMUJUNI FRANCIS KAZINI,NRM,20761,40614,0.511178434,0
Directly Elected MP,KIKUUBE,BUHAGUZI COUNTY,MUHEIRWE DANIEL MPAMIZO,INDEPENDENT,18788,40614,0.462599099,0
Directly Elected MP,KIKUUBE,BUHAGUZI COUNTY,KATO HERBERT,ANT,1065,40614,0.026222484,0
Directly Elected MP,KIKUUBE,BUHAGUZI EAST COUNTY,ASEERA STEPHEN,INDEPENDENT,13102,23815,0.550157487,0
Directly Elected MP,KIKUUBE,BUHAGUZI EAST COUNTY,BIGIRWA JULIUS JUNJURA,NRM,10613,23815,0.445643514,0
Directly Elected MP,KIKUUBE,BUHAGUZI EAST COUNTY,TUGUME HOWARD,INDEPENDENT,100,23815,0.004199034,0
Directly Elected MP,KIRUHURA,KASHONGI COUNTY,TAYEBWA HERBERT MUSASIZI,NRM,7790,15302,0.509083807,0
Directly Elected MP,KIRUHURA,KASHONGI COUNTY,TUMURAMYE GENENSIO,INDEPENDENT,7500,15302,0.490132004,0
Directly Elected MP,KIRUHURA,KASHONGI COUNTY,ASIIMWE JOSEPH,FDC,12,15302,0.000784211,0
Directly Elected MP,KIRUHURA,NYABUSHOZI COUNTY,KAJWENGYE TWINOMUGISHA WILSON,NRM,24061,36320,0.662472486,0
Directly Elected MP,KIRUHURA,NYABUSHOZI COUNTY,BAKASHABA CHRISTOPHER,INDEPENDENT,11931,36320,0.328496695,0
Directly Elected MP,KIRUHURA,NYABUSHOZI COUNTY,KIVUNA ISAAC,INDEPENDENT,292,36320,0.008039648,0
Directly Elected MP,KIRUHURA,NYABUSHOZI COUNTY,TUMUSIIME APOLLO,ANT,36,36320,0.000991189,0
Directly Elected MP,KIRYANDONGO,KIBANDA NORTH COUNTY,NGOMPEK LINOS,NRM,19950,36890,0.540796936,0
Directly Elected MP,KIRYANDONGO,KIBANDA NORTH COUNTY,BAITERA MAITEKI GEORGE BIGIRWA,INDEPENDENT,10378,36890,0.281322837,0
Directly Elected MP,KIRYANDONGO,KIBANDA NORTH COUNTY,OUMA PATRICK ONYAI,INDEPENDENT,3958,36890,0.107291952,0
Directly Elected MP,KIRYANDONGO,KIBANDA NORTH COUNTY,ALINAITWE ROGERS,NUP,1882,36890,0.051016536,0
Directly Elected MP,KIRYANDONGO,KIBANDA NORTH COUNTY,WATAKA WILLIAM,FDC,722,36890,0.019571699,0
Directly Elected MP,KIRYANDONGO,KIBANDA SOUTH COUNTY,KARUBANGA JACOB ATEENYI,NRM,10298,19311,0.533271194,0
Directly Elected MP,KIRYANDONGO,KIBANDA SOUTH COUNTY,LUTANYWA JACK ODUR,INDEPENDENT,8586,19311,0.444617063,0
Directly Elected MP,KIRYANDONGO,KIBANDA SOUTH COUNTY,KIZZA JABER,INDEPENDENT,427,19311,0.022111749,0
Directly Elected MP,KISORO,BUFUMBIRA COUNTY EAST,BUTURO NSABA,NRM,17418,22674,0.768192649,0
Directly Elected MP,KISORO,BUFUMBIRA COUNTY EAST,NKRUMAH ROLAND,INDEPENDENT,3826,22674,0.168739527,0
Directly Elected MP,KISORO,BUFUMBIRA COUNTY EAST,NSHIZIRUNGU INNOCENT,ANT,1430,22674,0.063067831,0
Directly Elected MP,KISORO,BUFUMBIRA COUNTY NORTH,KAMARA JOHN NIZEYIMANA,NRM,7357,13500,0.544962943,0
Directly Elected MP,KISORO,BUFUMBIRA COUNTY NORTH,BYARUHANGA JOSEPH,INDEPENDENT,4292,13500,0.31792593,0
Directly Elected MP,KISORO,BUFUMBIRA COUNTY NORTH,MUGISHA HATEGEKA CLEMENT,INDEPENDENT,1564,13500,0.115851849,0
Directly Elected MP,KISORO,BUFUMBIRA COUNTY NORTH,KWIRINGIRA FRED BIRAHIIRA,INDEPENDENT,252,13500,0.018666666,0
Directly Elected MP,KISORO,BUFUMBIRA COUNTY NORTH,BISHAKA BARNABAS RUSHAGO,DP,35,13500,0.002592593,0
Directly Elected MP,KISORO,BUFUMBIRA COUNTY SOUTH,NIYONSABA ALEX,NRM,22423,41630,0.538626015,0
Directly Elected MP,KISORO,BUFUMBIRA COUNTY SOUTH,BITANGARO KWIZERA SAM,INDEPENDENT,18691,41630,0.44897911,0
Directly Elected MP,KISORO,BUFUMBIRA COUNTY SOUTH,MUGISHA ERASMUS,INDEPENDENT,317,41630,0.007614701,0
Directly Elected MP,KISORO,BUFUMBIRA COUNTY SOUTH,NZABANDORA MOSES,INDEPENDENT,103,41630,0.002474177,0
Directly Elected MP,KISORO,BUFUMBIRA COUNTY SOUTH,UZABAKIRIHO VIATORI,NUP,96,41630,0.002306029,0
Directly Elected MP,KISORO,BUKIMBIRI COUNTY,KWIZERA EDDIE WA- GAHUNGU,NRM,11821,23425,0.504631817,0
Directly Elected MP,KISORO,BUKIMBIRI COUNTY,TURYAGYENDA ASGARIO,INDEPENDENT,11330,23425,0.483671278,0
Directly Elected MP,KISORO,BUKIMBIRI COUNTY,MUHEREZA MARTIN,INDEPENDENT,167,23425,0.007129136,0
Directly Elected MP,KISORO,BUKIMBIRI COUNTY,OWEBEYI JAMES,FDC,107,23425,0.004567769,0
Directly Elected MP,KISORO,KISORO MUNICIPALITY,KWIZERA PAUL,NRM,3568,7079,0.504025996,0
Directly Elected MP,KISORO,KISORO MUNICIPALITY,BYIBESHO SAM,INDEPENDENT,3387,7079,0.478457421,0
Directly Elected MP,KISORO,KISORO MUNICIPALITY,MUKANKWAYA SULTANA,NUP,106,7079,0.014973867,0
Directly Elected MP,KISORO,KISORO MUNICIPALITY,MUGISHA ENOCK,INDEPENDENT,18,7079,0.002542732,0
Directly Elected MP,KITAGWENDA,KITAGWENDA COUNTY,BYAMUKAMA NULU JOSEPH,NRM,27538,47111,0.584534407,0
Directly Elected MP,KITAGWENDA,KITAGWENDA COUNTY,AGABA ABBAS MUGISHA,INDEPENDENT,17475,47111,0.37093249,0
Directly Elected MP,KITAGWENDA,KITAGWENDA COUNTY,MWAMBUSYA JOHN KABALEBE,ANT,1164,47111,0.024707606,0
Directly Elected MP,KITAGWENDA,KITAGWENDA COUNTY,SPENCER GEORGE WILLIAM,INDEPENDENT,370,47111,0.007853792,0
Directly Elected MP,KITAGWENDA,KITAGWENDA COUNTY,ABAINE JONATHAN BUREGYEYA,INDEPENDENT,302,47111,0.006410392,0
Directly Elected MP,KITAGWENDA,KITAGWENDA COUNTY,MUSINGUZI EVAN,FDC,262,47111,0.005561334,0
Directly Elected MP,KITGUM,CHUA EAST COUNTY,LAMWAKA MARGARET,INDEPENDENT,9195,21788,0.4220213,0
Directly Elected MP,KITGUM,CHUA EAST COUNTY,LUWO GODFREY,NRM,6572,21788,0.301633924,0
Directly Elected MP,KITGUM,CHUA EAST COUNTY,ONENCAN ROBINSON,INDEPENDENT,2784,21788,0.127776757,0
Directly Elected MP,KITGUM,CHUA EAST COUNTY,OYET SILVER OKENY,INDEPENDENT,1864,21788,0.085551679,0
Directly Elected MP,KITGUM,CHUA EAST COUNTY,ONEN CHARLES SSALI,INDEPENDENT,983,21788,0.045116577,0
Directly Elected MP,KITGUM,CHUA EAST COUNTY,LAMAKIO CELEST ODONGA,INDEPENDENT,390,21788,0.017899761,0
Directly Elected MP,KITGUM,CHUA WEST COUNTY,OKIN P.P OJARA,FDC,11368,19744,0.575769842,0
Directly Elected MP,KITGUM,CHUA WEST COUNTY,OTIM BOSMIC JOYCE,NRM,7239,19744,0.366643041,0
Directly Elected MP,KITGUM,CHUA WEST COUNTY,OLOYA JOIHNSON NYEKO,INDEPENDENT,546,19744,0.027653972,0
Directly Elected MP,KITGUM,CHUA WEST COUNTY,OTTO MIKE,INDEPENDENT,316,19744,0.016004862,0
Directly Elected MP,KITGUM,CHUA WEST COUNTY,OCAYA CHARLES,INDEPENDENT,275,19744,0.013928282,0
Directly Elected MP,KITGUM,KITGUM MUNICIPALITY,ONEKA LIT DENIS AMERE,FDC,3263,10806,0.301961869,0
Directly Elected MP,KITGUM,KITGUM MUNICIPALITY,ATIM BEATRICE ANYWAR,NRM,3052,10806,0.282435685,0
Directly Elected MP,KITGUM,KITGUM MUNICIPALITY,OLENGE JIMMY KOMAKECH OLANYA,UPC,3045,10806,0.281787902,0
Directly Elected MP,KITGUM,KITGUM MUNICIPALITY,ORYEM HENRY KISSINGER,INDEPENDENT,1297,10806,0.12002591,0
Directly Elected MP,KITGUM,KITGUM MUNICIPALITY,AGECH ALBERT GLADSTONE SMOKE,DP,149,10806,0.013788636,0
Directly Elected MP,KOBOKO,KOBOKO COUNTY,BABA JAMES BOLIBA,NRM,10609,23711,0.447429448,0
Directly Elected MP,KOBOKO,KOBOKO COUNTY,BAIGA RONALD,INDEPENDENT,5317,23711,0.224241912,0
Directly Elected MP,KOBOKO,KOBOKO COUNTY,NGINYA HASSAN SAID,INDEPENDENT,4017,23711,0.169415042,0
Directly Elected MP,KOBOKO,KOBOKO COUNTY,ONZIMA DONALD DEGASON,INDEPENDENT,2861,23711,0.120661296,0
Directly Elected MP,KOBOKO,KOBOKO COUNTY,DRONYI DAVID RIKAZUBE,INDEPENDENT,496,23711,0.020918561,0
Directly Elected MP,KOBOKO,KOBOKO COUNTY,YUGA JUMA ONZIGA,INDEPENDENT,411,23711,0.017333727,0
Directly Elected MP,KOBOKO,KOBOKO MUNICIPALITY,AYUME CHARLES,NRM,7645,11045,0.692168415,0
Directly Elected MP,KOBOKO,KOBOKO MUNICIPALITY,YAKANI CHARLES,INDEPENDENT,3400,11045,0.307831585,0
Directly Elected MP,KOBOKO,KOBOKO NORTH COUNTY,MUSA NOAH,INDEPENDENT,7037,14233,0.494414389,0
Directly Elected MP,KOBOKO,KOBOKO NORTH COUNTY,ASIKU ELIAS ELLY,NRM,6720,14233,0.47214222,0
Directly Elected MP,KOBOKO,KOBOKO NORTH COUNTY,OCCUR RASUL,FDC,476,14233,0.033443406,0
Directly Elected MP,KOLE,KOLE NORTH COUNTY,OPIO SAMUEL ACUTI,INDEPENDENT,16334,32808,0.497866362,0
Directly Elected MP,KOLE,KOLE NORTH COUNTY,OKELLO BONNY DESALES,NRM,9632,32808,0.29358694,0
Directly Elected MP,KOLE,KOLE NORTH COUNTY,MUNU DAVID DEO,INDEPENDENT,3242,32808,0.098817363,0
Directly Elected MP,KOLE,KOLE NORTH COUNTY,OGWANG DICKENS,INDEPENDENT,2011,32808,0.061296027,0
Directly Elected MP,KOLE,KOLE NORTH COUNTY,OGWANG PETER,UPC,1589,32808,0.048433308,0
Directly Elected MP,KOLE,KOLE SOUTH COUNTY,OCEN PETER,INDEPENDENT,12926,35458,0.364543974,0
Directly Elected MP,KOLE,KOLE SOUTH COUNTY,RWANKOTE DEAN DENIS,INDEPENDENT,10878,35458,0.306785494,0
Directly Elected MP,KOLE,KOLE SOUTH COUNTY,ALULA DAVID,NRM,7548,35458,0.212871566,0
Directly Elected MP,KOLE,KOLE SOUTH COUNTY,EBIL FRED,UPC,3191,35458,0.089993797,0
Directly Elected MP,KOLE,KOLE SOUTH COUNTY,OGWENG EDDY MORRIS,INDEPENDENT,812,35458,0.022900334,0
Directly Elected MP,KOLE,KOLE SOUTH COUNTY,AMANGOLE BOSCO,ANT,103,35458,0.002904845,0
Directly Elected MP,KOTIDO,JIE COUNTY,LOKII PETER ABRAHAMS,NRM,14914,28780,0.518207073,0
Directly Elected MP,KOTIDO,JIE COUNTY,LOCHAP PAUL,INDEPENDENT,13866,28780,0.481792897,0
Directly Elected MP,KOTIDO,KOTIDO MUNICIPALITY,ISMAIL MUHAMMAD LOMWAR,NRM,7260,12835,0.565640807,0
Directly Elected MP,KOTIDO,KOTIDO MUNICIPALITY,ADOME BILDAD MOSES,INDEPENDENT,5575,12835,0.434359163,0
